Order ID,Order Date,Ship Date,Customer Name,State,Region,Product Category,Sub-Category,Sales,Quantity,Discount,Profit,Delivery Time (Days),Month-Year
ORD100067,2022-01-03 19:00:00,2022-01-05 19:00:00,Jonathan Wilcox,West Bengal,West,Clothing,Tables,1624.17,7,0.13,262.24,2,2022-01
ORD100068,2022-01-03 20:00:00,2022-01-05 20:00:00,Thomas Cooper,Bihar,West,Grocery,Phones,241.65,5,0.23,328.48,2,2022-01
ORD100069,2022-01-03 21:00:00,2022-01-05 21:00:00,Patrick George,Delhi,South,Toys,T-Shirts,1975.09,2,0.25,427.87,2,2022-01
ORD100070,2022-01-03 22:00:00,2022-01-05 22:00:00,Dennis Obrien,Gujarat,West,Clothing,Tables,1567.27,8,0.2,363.13,2,2022-01
ORD100071,2022-01-03 23:00:00,2022-01-05 23:00:00,Robert Curry,Tamil Nadu,East,Toys,Chairs,477.56,6,0.15,456.01,2,2022-01
ORD100072,2022-01-04 00:00:00,2022-01-06 00:00:00,Amanda Kennedy,Gujarat,North,Clothing,Phones,110.49,4,0.23,491.57,2,2022-01
ORD100073,2022-01-04 01:00:00,2022-01-06 01:00:00,Morgan Rivera,Maharashtra,South,Electronics,Phones,1649.38,4,0.15,346.96,2,2022-01
ORD100074,2022-01-04 02:00:00,2022-01-06 02:00:00,Michael Carr,Gujarat,North,Toys,Chairs,1443.03,2,0.03,420.75,2,2022-01
ORD100075,2022-01-04 03:00:00,2022-01-06 03:00:00,Jacob Wright,Tamil Nadu,West,Grocery,Tables,1485.11,3,0.03,304.24,2,2022-01
ORD100076,2022-01-04 04:00:00,2022-01-06 04:00:00,Kristine Crawford,Delhi,North,Clothing,Phones,1565.41,7,0.28,2.56,2,2022-01
ORD100077,2022-01-04 05:00:00,2022-01-06 05:00:00,Veronica Gutierrez,Delhi,East,Clothing,Board Games,240.68,3,0.06,9.02,2,2022-01
ORD100078,2022-01-04 06:00:00,2022-01-06 06:00:00,Tammy Weber,Karnataka,West,Grocery,Chairs,781.08,5,0.24,-33.84,2,2022-01
ORD100079,2022-01-04 07:00:00,2022-01-06 07:00:00,Melissa Barker,Delhi,East,Furniture,Chairs,320.15,6,0.07,465.78,2,2022-01
ORD100080,2022-01-04 08:00:00,2022-01-06 08:00:00,Patrick Bailey,Maharashtra,East,Furniture,Chairs,1739.9,6,0.13,303.65,2,2022-01
ORD100081,2022-01-04 09:00:00,2022-01-06 09:00:00,Ian Smith,Tamil Nadu,East,Grocery,Tables,1284.27,4,0.2,373.95,2,2022-01
ORD100082,2022-01-04 10:00:00,2022-01-06 10:00:00,Russell Johnson,Maharashtra,South,Toys,Board Games,728.71,6,0.05,98.69,2,2022-01
ORD100083,2022-01-04 11:00:00,2022-01-06 11:00:00,Derek Berry DDS,Uttar Pradesh,West,Furniture,Chairs,220.76,3,0.22,176.25,2,2022-01
ORD100084,2022-01-04 12:00:00,2022-01-06 12:00:00,Sara Walker,Delhi,North,Clothing,T-Shirts,690.87,7,0.21,-76.13,2,2022-01
ORD100085,2022-01-04 13:00:00,2022-01-06 13:00:00,Monica Green,West Bengal,East,Grocery,Phones,717.85,7,0.16,433.4,2,2022-01
ORD100086,2022-01-04 14:00:00,2022-01-06 14:00:00,Elizabeth Bailey,Gujarat,North,Furniture,Phones,1486.25,4,0.17,411.8,2,2022-01
ORD100087,2022-01-04 15:00:00,2022-01-06 15:00:00,Scott Evans,West Bengal,East,Toys,Tables,1311.36,2,0.03,370.89,2,2022-01
ORD100088,2022-01-04 16:00:00,2022-01-06 16:00:00,Hannah Austin,Gujarat,West,Toys,Board Games,1785.7,7,0.13,-65.02,2,2022-01
ORD100089,2022-01-04 17:00:00,2022-01-06 17:00:00,Anthony Wilson MD,Tamil Nadu,East,Furniture,Board Games,997.21,3,0.03,4.55,2,2022-01
ORD100090,2022-01-04 18:00:00,2022-01-06 18:00:00,Jessica Reid,Uttar Pradesh,North,Grocery,Board Games,327.23,1,0.09,100.5,2,2022-01
ORD100091,2022-01-04 19:00:00,2022-01-06 19:00:00,Annette Green,Tamil Nadu,East,Toys,Tables,1455.17,2,0.27,57.84,2,2022-01
ORD100092,2022-01-04 20:00:00,2022-01-06 20:00:00,Kristine Nelson,Maharashtra,East,Toys,Tables,1545.49,9,0.17,403.08,2,2022-01
ORD100093,2022-01-04 21:00:00,2022-01-06 21:00:00,Daniel Perez,West Bengal,East,Toys,Phones,1166.43,8,0.22,16.9,2,2022-01
ORD100094,2022-01-04 22:00:00,2022-01-06 22:00:00,Diana Chavez,Bihar,West,Furniture,Phones,1564.84,6,0.17,219.27,2,2022-01
ORD100095,2022-01-04 23:00:00,2022-01-06 23:00:00,Alex Bartlett,Uttar Pradesh,West,Electronics,Snacks,1038.21,6,0.06,242.83,2,2022-01
ORD100096,2022-01-05 00:00:00,2022-01-07 00:00:00,Megan Brewer,West Bengal,North,Toys,T-Shirts,1093.19,1,0.18,155.01,2,2022-01
ORD100097,2022-01-05 01:00:00,2022-01-07 01:00:00,Mrs. Monica Davis,Karnataka,West,Clothing,Chairs,912.33,2,0.23,44.41,2,2022-01
ORD100098,2022-01-05 02:00:00,2022-01-07 02:00:00,David Hayes,West Bengal,South,Electronics,Snacks,148.3,4,0.04,476.18,2,2022-01
ORD100099,2022-01-05 03:00:00,2022-01-07 03:00:00,Felicia Davis,Delhi,West,Clothing,T-Shirts,304.99,3,0.25,148.04,2,2022-01
ORD100100,2022-01-05 04:00:00,2022-01-07 04:00:00,Frederick Johnson,Tamil Nadu,North,Furniture,Tables,159.72,1,0.17,336.39,2,2022-01
ORD100101,2022-01-05 05:00:00,2022-01-07 05:00:00,Nancy Nunez,Uttar Pradesh,South,Grocery,Tables,1309.18,8,0.0,10.43,2,2022-01
ORD100102,2022-01-05 06:00:00,2022-01-07 06:00:00,Steven Clark,Delhi,West,Electronics,Phones,697.28,7,0.16,393.69,2,2022-01
ORD100103,2022-01-05 07:00:00,2022-01-07 07:00:00,Leonard Meyer,Uttar Pradesh,East,Furniture,Snacks,1066.28,4,0.12,29.54,2,2022-01
ORD100104,2022-01-05 08:00:00,2022-01-07 08:00:00,Jennifer Blair,West Bengal,North,Furniture,T-Shirts,1824.38,9,0.09,305.18,2,2022-01
ORD100105,2022-01-05 09:00:00,2022-01-07 09:00:00,Kevin Williams,Bihar,West,Toys,T-Shirts,573.66,4,0.23,203.9,2,2022-01
ORD100106,2022-01-05 10:00:00,2022-01-07 10:00:00,Cynthia Rocha,Tamil Nadu,East,Electronics,Phones,879.73,1,0.27,-12.07,2,2022-01
ORD100107,2022-01-05 11:00:00,2022-01-07 11:00:00,Tammy Jones,West Bengal,North,Electronics,T-Shirts,1535.55,1,0.23,-85.03,2,2022-01
ORD100108,2022-01-05 12:00:00,2022-01-07 12:00:00,Steven Nelson,Gujarat,South,Grocery,Tables,534.72,1,0.25,458.45,2,2022-01
ORD100109,2022-01-05 13:00:00,2022-01-07 13:00:00,Francisco Harris,West Bengal,South,Grocery,Headphones,246.26,1,0.27,-24.59,2,2022-01
ORD100110,2022-01-05 14:00:00,2022-01-07 14:00:00,Darryl Greene,Tamil Nadu,South,Electronics,Phones,650.53,4,0.27,322.97,2,2022-01
ORD100111,2022-01-05 15:00:00,2022-01-07 15:00:00,Christine Osborne,Bihar,South,Furniture,Chairs,406.32,1,0.03,291.61,2,2022-01
ORD100112,2022-01-05 16:00:00,2022-01-07 16:00:00,Rachel James,Uttar Pradesh,South,Furniture,Headphones,1866.43,2,0.14,105.03,2,2022-01
ORD100113,2022-01-05 17:00:00,2022-01-07 17:00:00,Carolyn Hernandez,Karnataka,East,Toys,Chairs,1635.43,4,0.0,11.23,2,2022-01
ORD100114,2022-01-05 18:00:00,2022-01-07 18:00:00,Ronald Schneider,Gujarat,West,Furniture,Board Games,1303.47,7,0.15,7.0,2,2022-01
ORD100115,2022-01-05 19:00:00,2022-01-07 19:00:00,Dillon Robertson,Gujarat,West,Furniture,Chairs,1755.78,2,0.28,251.2,2,2022-01
ORD100116,2022-01-05 20:00:00,2022-01-07 20:00:00,Julie Taylor,Bihar,East,Clothing,Phones,1626.98,8,0.06,228.15,2,2022-01
ORD100117,2022-01-05 21:00:00,2022-01-07 21:00:00,Marissa Miller,Tamil Nadu,North,Electronics,Phones,454.48,7,0.19,425.56,2,2022-01
ORD100118,2022-01-05 22:00:00,2022-01-07 22:00:00,Carrie Preston,Gujarat,East,Electronics,Headphones,1795.86,9,0.19,284.0,2,2022-01
ORD100119,2022-01-05 23:00:00,2022-01-07 23:00:00,Robert Knox,Maharashtra,South,Electronics,Snacks,1124.75,6,0.05,391.56,2,2022-01
ORD100120,2022-01-06 00:00:00,2022-01-08 00:00:00,Peggy Trujillo,Maharashtra,North,Electronics,Chairs,1634.14,4,0.07,-80.55,2,2022-01
ORD100121,2022-01-06 01:00:00,2022-01-08 01:00:00,Dale Williams MD,Bihar,North,Clothing,Board Games,1802.57,6,0.14,302.6,2,2022-01
ORD100122,2022-01-06 02:00:00,2022-01-08 02:00:00,Ralph Harris,Maharashtra,West,Grocery,Chairs,704.21,4,0.06,40.23,2,2022-01
ORD100123,2022-01-06 03:00:00,2022-01-08 03:00:00,Nancy Horton,Bihar,North,Clothing,Tables,309.1,7,0.18,51.7,2,2022-01
ORD100124,2022-01-06 04:00:00,2022-01-08 04:00:00,Leonard Miller,Tamil Nadu,East,Clothing,Tables,533.08,9,0.15,332.35,2,2022-01
ORD100125,2022-01-06 05:00:00,2022-01-08 05:00:00,Kelly Fisher,Gujarat,East,Toys,Chairs,911.5,3,0.16,376.06,2,2022-01
ORD100126,2022-01-06 06:00:00,2022-01-08 06:00:00,Heather Rivera,Tamil Nadu,South,Grocery,Tables,1654.23,3,0.04,123.04,2,2022-01
ORD100127,2022-01-06 07:00:00,2022-01-08 07:00:00,Michael Jones,Delhi,West,Clothing,Chairs,1735.39,2,0.16,374.05,2,2022-01
ORD100128,2022-01-06 08:00:00,2022-01-08 08:00:00,Mark Long,Uttar Pradesh,North,Toys,Tables,113.21,1,0.01,166.25,2,2022-01
ORD100129,2022-01-06 09:00:00,2022-01-08 09:00:00,Jerome Keller,Gujarat,North,Toys,Chairs,1070.42,1,0.26,414.59,2,2022-01
ORD100130,2022-01-06 10:00:00,2022-01-08 10:00:00,Sean Scott,Uttar Pradesh,East,Furniture,Headphones,893.08,3,0.1,-85.06,2,2022-01
ORD100131,2022-01-06 11:00:00,2022-01-08 11:00:00,Logan Davis,Gujarat,West,Furniture,Headphones,522.0,7,0.26,-49.9,2,2022-01
ORD100132,2022-01-06 12:00:00,2022-01-08 12:00:00,Frank Scott,Uttar Pradesh,East,Furniture,Chairs,327.74,9,0.21,365.81,2,2022-01
ORD100133,2022-01-06 13:00:00,2022-01-08 13:00:00,Kayla Johnson,Delhi,East,Toys,Board Games,741.47,2,0.23,274.45,2,2022-01
ORD100134,2022-01-06 14:00:00,2022-01-08 14:00:00,John Thomas,Bihar,North,Grocery,Snacks,1891.53,7,0.09,235.41,2,2022-01
ORD100135,2022-01-06 15:00:00,2022-01-08 15:00:00,Kelly Bullock,Delhi,East,Clothing,Tables,714.09,1,0.07,268.39,2,2022-01
ORD100136,2022-01-06 16:00:00,2022-01-08 16:00:00,Donna Spence,West Bengal,North,Electronics,Board Games,1085.7,2,0.12,458.11,2,2022-01
ORD100137,2022-01-06 17:00:00,2022-01-08 17:00:00,Bradley Harris,Maharashtra,West,Furniture,Headphones,1435.74,6,0.01,293.32,2,2022-01
ORD100138,2022-01-06 18:00:00,2022-01-08 18:00:00,Pamela Powell,Delhi,East,Toys,Phones,790.9,5,0.28,288.49,2,2022-01
ORD100139,2022-01-06 19:00:00,2022-01-08 19:00:00,Manuel Watkins,Gujarat,West,Toys,T-Shirts,1946.39,8,0.12,355.68,2,2022-01
ORD100140,2022-01-06 20:00:00,2022-01-08 20:00:00,Jason Rivera,Uttar Pradesh,East,Electronics,Chairs,1928.65,2,0.3,419.97,2,2022-01
ORD100141,2022-01-06 21:00:00,2022-01-08 21:00:00,Michael Thompson,Uttar Pradesh,South,Clothing,Chairs,578.39,1,0.23,57.15,2,2022-01
ORD100142,2022-01-06 22:00:00,2022-01-08 22:00:00,Katherine Benson,Uttar Pradesh,West,Grocery,Snacks,1044.77,7,0.02,270.05,2,2022-01
ORD100143,2022-01-06 23:00:00,2022-01-08 23:00:00,James Simon,Maharashtra,South,Clothing,T-Shirts,671.67,6,0.2,250.38,2,2022-01
ORD100144,2022-01-07 00:00:00,2022-01-09 00:00:00,Melanie Diaz,Tamil Nadu,South,Toys,Chairs,641.2,8,0.08,-19.09,2,2022-01
ORD100145,2022-01-07 01:00:00,2022-01-09 01:00:00,Samuel Garcia,Maharashtra,West,Grocery,T-Shirts,170.09,8,0.07,212.19,2,2022-01
ORD100146,2022-01-07 02:00:00,2022-01-09 02:00:00,Jennifer Mills,Delhi,East,Grocery,T-Shirts,1258.17,2,0.08,-58.27,2,2022-01
ORD100147,2022-01-07 03:00:00,2022-01-09 03:00:00,Alexander Torres,Gujarat,East,Toys,Board Games,1055.09,8,0.27,10.98,2,2022-01
ORD100148,2022-01-07 04:00:00,2022-01-09 04:00:00,Daniel Thompson,Tamil Nadu,East,Electronics,Tables,197.81,6,0.15,447.78,2,2022-01
ORD100149,2022-01-07 05:00:00,2022-01-09 05:00:00,Valerie Harrison,Gujarat,East,Clothing,Headphones,629.43,9,0.2,-28.45,2,2022-01
ORD100150,2022-01-07 06:00:00,2022-01-09 06:00:00,Regina West,Karnataka,South,Toys,Snacks,1825.71,7,0.08,247.35,2,2022-01
ORD100151,2022-01-07 07:00:00,2022-01-09 07:00:00,James Rodriguez,Tamil Nadu,South,Grocery,Snacks,555.17,2,0.16,94.09,2,2022-01
ORD100152,2022-01-07 08:00:00,2022-01-09 08:00:00,Stacey Johnson,West Bengal,West,Electronics,Headphones,375.3,8,0.11,233.19,2,2022-01
ORD100153,2022-01-07 09:00:00,2022-01-09 09:00:00,Herbert Kelly,Uttar Pradesh,South,Electronics,Snacks,1029.96,9,0.1,40.98,2,2022-01
ORD100154,2022-01-07 10:00:00,2022-01-09 10:00:00,Dr. John Ramirez,Tamil Nadu,West,Grocery,T-Shirts,1972.74,7,0.07,166.63,2,2022-01
ORD100155,2022-01-07 11:00:00,2022-01-09 11:00:00,Matthew Becker,Gujarat,East,Clothing,Board Games,559.91,4,0.12,420.4,2,2022-01
ORD100156,2022-01-07 12:00:00,2022-01-09 12:00:00,Briana Mooney,Uttar Pradesh,North,Electronics,Chairs,1377.06,9,0.2,125.73,2,2022-01
ORD100157,2022-01-07 13:00:00,2022-01-09 13:00:00,Steve Austin,Uttar Pradesh,West,Grocery,Headphones,1547.08,4,0.07,111.82,2,2022-01
ORD100158,2022-01-07 14:00:00,2022-01-09 14:00:00,Shelly Gomez,Maharashtra,West,Toys,Phones,551.51,4,0.29,167.67,2,2022-01
ORD100159,2022-01-07 15:00:00,2022-01-09 15:00:00,Laura Evans,Delhi,South,Grocery,Snacks,1483.61,9,0.04,-39.7,2,2022-01
ORD100160,2022-01-07 16:00:00,2022-01-09 16:00:00,Joseph Miller,Delhi,South,Toys,Board Games,798.79,8,0.14,132.41,2,2022-01
ORD100161,2022-01-07 17:00:00,2022-01-09 17:00:00,Jimmy Martinez,Maharashtra,East,Electronics,Tables,1301.38,4,0.03,-95.86,2,2022-01
ORD100162,2022-01-07 18:00:00,2022-01-09 18:00:00,Manuel Cisneros,Bihar,West,Toys,Chairs,1303.71,8,0.01,202.04,2,2022-01
ORD100163,2022-01-07 19:00:00,2022-01-09 19:00:00,Douglas Stevens,Maharashtra,West,Electronics,Snacks,1117.97,8,0.28,408.76,2,2022-01
ORD100164,2022-01-07 20:00:00,2022-01-09 20:00:00,Patrick Dawson,Bihar,South,Electronics,Board Games,271.55,7,0.24,231.24,2,2022-01
ORD100165,2022-01-07 21:00:00,2022-01-09 21:00:00,Chad Fischer,Bihar,East,Grocery,T-Shirts,1687.07,6,0.21,264.64,2,2022-01
ORD100166,2022-01-07 22:00:00,2022-01-09 22:00:00,Bobby Lee,Bihar,South,Grocery,Headphones,709.48,8,0.26,-81.66,2,2022-01
ORD100167,2022-01-07 23:00:00,2022-01-09 23:00:00,Elizabeth Colon,Delhi,West,Furniture,Board Games,454.39,7,0.24,415.71,2,2022-01
ORD100168,2022-01-08 00:00:00,2022-01-10 00:00:00,Chris Sanchez,Maharashtra,North,Electronics,T-Shirts,177.47,5,0.19,131.0,2,2022-01
ORD100169,2022-01-08 01:00:00,2022-01-10 01:00:00,Bryan Jones,Uttar Pradesh,West,Clothing,Headphones,1222.7,4,0.25,484.91,2,2022-01
ORD100170,2022-01-08 02:00:00,2022-01-10 02:00:00,Christine Scott,Gujarat,North,Clothing,Phones,1387.37,2,0.12,-27.72,2,2022-01
